process_size,priority,arrival_time,process_type,time_of_day,burst_time
0.0019397735595703,117,2448117051373,1,0,300.0
0.0014705657958984,117,1976747851695,1,0,130.0
0.0097198486328125,103,2630184085147,1,0,300.0
0.00262451171875,200,2478595133223,1,0,4.0
0.0,205,1220572044914,2,0,300.0
0.0,0,950653282454,0,0,2.0
0.0,360,871583476732,2,0,300.0
0.00390625,0,1583845325035,0,0,300.0
0.00390625,0,2043312460850,0,0,300.0
0.0002717971801757,0,1865787059770,2,0,2.0
0.0001955032348632,0,2539224982620,2,0,300.0
0.000227928161621,0,2266437536547,2,0,241.0
0.0018234252929687,0,725984298354,0,0,133.0
0.0,0,965938224528,0,0,2.0
0.0025138854980468,103,1692295809499,1,0,300.0
0.0,0,1070524212207,0,0,2.0
0.0046844482421875,0,1126340504674,0,0,300.0
0.000227928161621,0,445235089068,2,0,241.0
0.0002317428588867,0,1490145682622,2,0,2.0
0.00262451171875,0,2516451192759,0,0,4.0
0.0,360,1611455852240,2,0,72.0
0.0,360,1174264006781,2,0,72.0
0.000227928161621,0,2297843228800,2,0,241.0
0.05078125,119,2405052221007,2,0,300.0
0.0001955032348632,0,1516584399765,2,0,300.0
0.0018234252929687,0,1159499037663,0,0,3.0
0.0002317428588867,0,2005261296447,2,0,2.0
0.0026054382324218,0,352551241377,0,0,16.0
0.0002317428588867,0,1616320187098,2,0,2.0
0.00262451171875,0,2495585176419,0,0,4.0
0.0002717971801757,0,1328477764264,2,0,2.0
0.0003833770751953,200,0,2,0,300.0
0.00262451171875,200,50041186616,1,0,300.0
0.00262451171875,0,2495577376506,0,0,4.0
0.000227928161621,0,436680687205,2,0,241.0
0.0,205,1758398822997,2,0,300.0
0.00262451171875,0,145503977638,0,0,300.0
0.0002717971801757,0,1697704671138,2,0,2.0
0.0,0,1047108922404,0,0,2.0
0.00262451171875,0,32658786748,0,0,23.0
0.0001955032348632,0,1120571061618,2,0,300.0
0.0,0,838804720631,0,0,2.0
0.000227928161621,0,2403041309360,2,0,241.0
0.0,360,414581740797,2,0,300.0
0.00390625,0,2198214373311,0,0,300.0
0.0,0,1011524279913,0,0,2.0
0.0061569213867187,103,2565193425564,0,0,300.0
0.004364013671875,103,404740483400,1,0,300.0
0.0,0,916997001691,0,0,2.0
0.0002717971801757,0,1200098669040,2,0,2.0
0.0062103271484375,103,472188961787,1,0,300.0
0.0002317428588867,0,1889667372745,2,0,2.0
0.0002317428588867,0,1495754067552,2,0,2.0
0.0001955032348632,0,2001690498063,2,0,300.0
0.000441551208496,25,2056457791707,2,0,300.0
0.0077972412109375,103,799982214039,1,0,300.0
0.0014705657958984,117,798294339632,1,0,1.0
0.0013904571533203,103,817826160456,1,0,83.0
0.0002317428588867,0,1928168463659,2,0,2.0
0.0026054382324218,0,1876649461283,0,0,1.0
0.00390625,200,1122751159058,3,0,300.0
0.0,360,1548864322206,2,0,4.0
0.00885009765625,103,1883138909702,1,0,300.0
0.0,0,978887797106,0,0,2.0
0.00390625,0,2127402931717,0,0,300.0
0.000227928161621,0,1300864086532,2,0,241.0
0.0,200,808764134086,3,0,19.0
0.0026054382324218,0,2620643798488,0,0,300.0
0.0,360,270408533033,2,0,300.0
0.00262451171875,0,75701114812,0,0,23.0
0.0035820007324218,0,1926223111891,0,0,300.0
0.0002355575561523,0,1194179479630,2,0,2.0
0.004364013671875,103,397305137053,1,0,300.0
0.0,360,2639654998443,2,0,300.0
0.0002717971801757,0,1707158131042,2,0,2.0
0.0078125,0,1829809382916,0,0,16.0
0.0060272216796875,103,2347166069829,0,0,300.0
0.0017509460449218,117,1432250047095,1,0,300.0
0.0,360,967613725328,2,0,300.0
0.0,215,76780441418,2,0,300.0
0.0002317428588867,0,1609126351957,2,0,2.0
0.0101776123046875,103,2022755977592,0,0,300.0
0.00213623046875,117,1707201103932,1,0,300.0
0.0,360,664976412921,2,0,300.0
0.0037918090820312,103,2672598240732,1,0,300.0
0.0001955032348632,0,1080990883274,2,0,300.0
0.0020332336425781,117,1228894326693,1,0,300.0
0.0,360,1309515577746,2,0,72.0
0.0,360,915650914672,2,0,300.0
0.0014705657958984,117,1534803322525,1,0,2.0
0.0036125183105468,117,718899344143,1,0,300.0
0.0,360,610121451268,2,0,300.0
0.0014705657958984,117,1436923903778,1,0,2.0
0.0002317428588867,0,1966214598835,2,0,2.0
0.0067291259765625,103,2251716559012,0,0,72.0
0.0,360,420539450236,2,0,1.0
0.0104217529296875,103,274551981926,1,0,300.0
0.0002107620239257,0,2143007719340,2,0,1.0
0.000227928161621,0,1019408363527,2,0,241.0
0.0002317428588867,0,1508685650763,2,0,2.0
0.0137939453125,105,954730318091,0,0,300.0
0.0001955032348632,0,841694329659,2,0,300.0
0.00262451171875,0,2474292150409,0,0,4.0
0.004364013671875,103,399329639787,1,0,300.0
0.0003852844238281,103,2569858883216,2,0,300.0
0.0002317428588867,0,157390727783,2,0,2.0
0.0003852844238281,103,1392921903771,2,0,300.0
0.000227928161621,0,607846857594,2,0,241.0
0.000227928161621,0,1054026743597,2,0,241.0
0.00262451171875,0,2489964824323,0,0,4.0
0.0,360,851370252525,2,0,300.0
0.0003852844238281,103,386499075145,2,0,300.0
0.0002317428588867,0,1623837696638,2,0,2.0
0.0,360,1951535146485,2,0,300.0
0.0002317428588867,0,1427885725651,2,0,2.0
0.002960205078125,103,1305513220027,1,0,300.0
0.0002317428588867,0,1670131499874,2,0,2.0
0.0002717971801757,0,147514156439,2,0,2.0
0.00262451171875,0,2487122411685,0,0,300.0
0.05462646484375,103,353608616674,1,0,251.0
0.0002317428588867,0,2020913702706,2,0,2.0
0.00262451171875,200,2249661145473,1,0,300.0
0.0,360,1599312147896,2,0,300.0
0.0003852844238281,103,1110073495802,2,0,300.0
0.0,360,2438025209111,2,0,1.0
0.0,0,894166045528,0,0,2.0
0.0,0,753610884818,0,0,2.0
0.0,360,2160126312233,2,0,1.0
0.0078125,119,1931923795134,1,0,300.0
0.0,360,251477025313,2,0,72.0
0.0038070678710937,103,1398603684595,1,0,300.0
0.0069046020507812,119,89771860582,1,0,300.0
0.0078125,0,75630057629,0,0,300.0
0.0,360,1733513996516,2,0,300.0
0.0,360,826308053595,2,0,1.0
0.0001955032348632,0,189044325307,2,0,300.0
0.0002317428588867,0,2005213334493,2,0,2.0
0.0060958862304687,103,1248522648766,0,0,300.0
0.0,205,1952064916117,2,0,109.0
0.05078125,119,2487677892630,2,0,300.0
0.0516357421875,103,1409017740307,1,0,300.0
0.0416259765625,200,0,2,0,300.0
0.00390625,0,2192687178692,0,0,300.0
0.010406494140625,103,148313111049,2,0,300.0
0.0057296752929687,200,145333138591,1,0,300.0
0.0026054382324218,0,1483129074365,0,0,300.0
0.0022392272949218,117,1840290797928,1,0,300.0
0.00262451171875,200,241227343559,1,0,300.0
0.0018234252929687,0,1296641076117,0,0,261.0
0.026031494140625,25,2448471797871,1,0,152.0
0.027435302734375,101,479453552602,2,0,300.0
0.0014705657958984,117,868930324559,1,0,1.0
0.00262451171875,0,2490231362283,0,0,4.0
0.00262451171875,0,2456971064892,0,0,300.0
0.0001955032348632,0,1749856092535,2,0,300.0
0.0001630783081054,0,266085000879,2,0,300.0
0.0026321411132812,0,2213805229882,0,0,300.0
0.0,0,909352549550,0,0,2.0
0.0026054382324218,0,2675676539724,0,0,300.0
0.001953125,200,12431068670,1,0,300.0
0.00262451171875,0,2479670498298,0,0,300.0
0.0,360,390071435185,2,0,300.0
0.000227928161621,0,540122435476,2,0,241.0
0.0018234252929687,0,679942977864,0,0,133.0
0.0,0,750045982558,0,0,2.0
0.0,360,1414750951097,2,0,72.0
0.0017528533935546,0,2524393116076,0,0,300.0
0.0,360,2596575564168,2,0,1.0
0.0,205,60792276594,2,0,300.0
0.0001955032348632,0,1061836162395,2,0,300.0
0.0078125,119,1786792055085,1,0,300.0
0.0002317428588867,0,1404860174983,2,0,2.0
0.0,360,2671604292745,2,0,300.0
0.0,205,65290927194,2,0,109.0
0.0003852844238281,103,1675350190005,2,0,300.0
0.0097503662109375,103,2036697881594,2,0,300.0
0.0,360,635806837059,2,0,300.0
0.0019760131835937,103,1616282220306,1,0,16.0
0.0043563842773437,103,2167210352277,1,0,300.0
0.0,0,840246144997,0,0,2.0
0.0,360,2510988033797,2,0,300.0
0.0,215,692491385598,2,0,300.0
0.0001955032348632,0,2522449977293,2,0,300.0
0.0018234252929687,0,1273240299719,0,0,3.0
0.0,360,512099418489,2,0,300.0
0.0,360,2384130115399,2,0,72.0
0.000227928161621,0,934218181453,2,0,241.0
0.0002717971801757,0,2290550215798,2,0,2.0
0.0035820007324218,0,1954062813566,0,0,300.0
0.0078125,0,66649208303,0,0,300.0
0.0001955032348632,0,1085988004246,2,0,300.0
0.0001955032348632,0,1160056348277,2,0,300.0
0.0003852844238281,103,1811708818117,2,0,300.0
0.00262451171875,200,471852897025,1,0,300.0
0.000227928161621,0,1751620344759,2,0,241.0
0.00262451171875,0,442247166406,0,0,23.0
0.0002317428588867,0,126427664079,2,0,2.0
0.000227928161621,0,183458935090,2,0,241.0
0.0002355575561523,0,1192905589531,2,0,2.0
0.00262451171875,200,2064491589422,1,0,300.0
0.00262451171875,0,1512911143579,0,0,300.0
0.0002317428588867,0,1470174260638,2,0,2.0
0.0078125,0,1408040922391,0,0,16.0
0.00390625,0,1782891665851,0,0,300.0
0.0,360,331549614288,2,0,1.0
0.000227928161621,0,636316649869,2,0,241.0
0.000889778137207,103,2418168697190,0,0,300.0
0.0,0,1050752295354,0,0,2.0
0.00262451171875,0,2568797522912,0,0,300.0
0.0073471069335937,103,281973173498,1,0,300.0
0.0040130615234375,118,1886438082174,1,0,300.0
0.0078125,119,1828346013320,1,0,300.0
0.0018234252929687,0,1234311463284,0,0,3.0
0.0018234252929687,0,674354680739,0,0,133.0
0.0026054382324218,0,2416373597132,0,0,3.0
0.00262451171875,0,2563368166651,0,0,3.0
0.0001955032348632,0,575838746499,2,0,300.0
0.00262451171875,200,19390583015,1,0,300.0
0.0,360,1815064380541,2,0,1.0
0.001953125,200,1356957118738,1,0,300.0
0.00390625,0,196339784589,0,0,300.0
0.0078125,0,146400781199,0,0,300.0
0.0,360,208339838163,2,0,72.0
0.000227928161621,0,261340283691,2,0,241.0
0.0078125,119,1512567760352,1,0,300.0
0.0014705657958984,117,1577609357738,1,0,2.0
0.0,0,867159643252,0,0,2.0
0.0,450,837638249900,3,0,300.0
0.023773193359375,103,2407823771391,1,0,300.0
0.0018234252929687,0,708094418211,0,0,133.0
0.00262451171875,0,2499772013699,0,0,4.0
0.0,360,2435980341325,2,0,300.0
0.0002317428588867,0,1496764814927,2,0,2.0
0.0,360,2229777496225,2,0,1.0
0.0024757385253906,0,1009057946876,0,0,115.0
0.0,0,1059691746821,0,0,2.0
0.00390625,0,93023604467,0,0,300.0
0.0,360,642676472788,2,0,300.0
0.0002317428588867,0,1669388170614,2,0,2.0
0.0063858032226562,0,2519902360835,1,0,4.0
0.000227928161621,0,349627097281,2,0,241.0
0.0,360,1281791729958,2,0,300.0
0.004364013671875,103,419126731035,1,0,300.0
0.0050201416015625,119,123423174408,1,0,300.0
0.0,0,963738267907,0,0,2.0
0.0054702758789062,103,319327549323,1,0,300.0
0.0020751953125,200,1879460367683,3,0,300.0
0.0,0,866343157093,0,0,2.0
0.000227928161621,0,1109019071927,2,0,241.0
0.0001955032348632,0,533362078504,2,0,300.0
0.0003852844238281,103,0,2,0,300.0
0.0023994445800781,103,1831209816414,0,0,50.0
0.0018234252929687,0,651983488686,0,0,133.0
0.0001955032348632,0,2554791026246,2,0,300.0
0.0001955032348632,0,1840565923823,2,0,300.0
0.0029716491699218,117,1876233417886,1,0,300.0
0.00262451171875,200,1034369784268,1,0,300.0
0.0,0,760010240220,0,0,2.0
0.0002317428588867,0,1733235458195,2,0,2.0
0.026031494140625,25,2096097876504,1,0,152.0
0.0001955032348632,0,145662139224,2,0,300.0
0.000227928161621,0,113626330045,2,0,241.0
0.0,360,1642882357110,2,0,1.0
0.00262451171875,0,2447116983116,0,0,4.0
0.0018234252929687,0,1314278363565,0,0,261.0
0.000227928161621,0,933667922711,2,0,241.0
0.0,0,987677773118,0,0,2.0
0.0040359497070312,0,2048846880794,0,0,4.0
0.02166748046875,103,2140208764613,1,0,300.0
0.0,360,303715329646,2,0,300.0
0.00390625,0,1525926283713,0,0,174.0
0.00262451171875,0,2587420558151,0,0,4.0
0.0002317428588867,0,1430149690055,2,0,2.0
0.0012416839599609,103,1004640487662,2,0,300.0
0.0052108764648437,103,673601480829,0,0,300.0
0.0,360,1582572230769,2,0,300.0
0.0035820007324218,0,291329923700,0,0,300.0
0.000227928161621,0,1986302178704,2,0,241.0
0.0002317428588867,0,1609124526581,2,0,2.0
0.000441551208496,25,256274613432,2,0,300.0
0.0029182434082031,0,1664128425323,0,0,300.0
0.0024757385253906,0,1453421204376,0,0,28.0
0.0,205,11630113867,2,0,300.0
0.0078125,119,975749002579,1,0,300.0
0.00262451171875,200,1469586309144,1,0,300.0
0.0002317428588867,0,1830356342691,2,0,2.0
0.00262451171875,0,2663590547144,0,0,3.0
0.0,360,2550691930109,2,0,300.0
0.0,0,850415234564,0,0,2.0
0.0014705657958984,117,1543982643101,1,0,2.0
0.0,0,814097362235,0,0,2.0
0.0013618469238281,103,82801949017,0,0,300.0
0.0,205,119565825497,2,0,300.0
0.0101776123046875,103,1826388680916,0,0,300.0
0.000227928161621,0,1473521897568,2,0,241.0
0.000441551208496,25,797766784497,2,0,300.0
0.000227928161621,0,743725227743,2,0,241.0
0.000227928161621,0,285345713087,2,0,241.0
0.0002317428588867,0,2016711434933,2,0,2.0
0.0018234252929687,0,640024353252,0,0,133.0
0.0017509460449218,117,1517868756551,1,0,300.0
0.000227928161621,0,1064317864151,2,0,241.0
0.0021896362304687,117,1121621081559,1,0,300.0
0.000227928161621,0,325223032420,2,0,241.0
0.0001955032348632,0,1802106827796,2,0,300.0
0.0,360,2417140217336,2,0,300.0
0.0018234252929687,0,1245358967712,0,0,3.0
0.00262451171875,200,2095663193672,1,0,300.0
0.0048446655273437,103,645145034038,1,0,75.0
0.00390625,0,1752100439211,0,0,300.0
0.0014705657958984,117,979234262421,1,0,1.0
0.0024757385253906,0,851287313680,0,0,115.0
0.000227928161621,0,350282615378,2,0,241.0
0.0035820007324218,0,2123714510229,0,0,300.0
0.0026054382324218,0,2611878455150,0,0,300.0
0.0,360,284491506187,2,0,300.0
0.0002317428588867,0,1780076912315,2,0,2.0
0.000227928161621,0,2007176727634,2,0,241.0
0.0,360,966913094404,2,0,300.0
0.0,360,708627545882,2,0,300.0
0.00390625,0,2208550352900,0,0,300.0
0.027435302734375,101,2298519146416,2,0,300.0
0.0017528533935546,0,695674841522,0,0,300.0
0.0001955032348632,0,33470476384,2,0,300.0
0.0,360,879688416172,2,0,1.0
0.0018234252929687,0,1101627289852,0,0,3.0
0.0001955032348632,0,1184312504690,2,0,300.0
0.00262451171875,0,2472501833892,0,0,4.0
0.0002317428588867,0,1712181828992,2,0,2.0
0.001016616821289,0,154864369657,0,0,300.0
0.000227928161621,0,357481024711,2,0,241.0
0.0005073547363281,25,2630137249295,2,0,188.0
0.0029525756835937,103,1648174816289,0,0,300.0
0.0,205,1247947907223,2,0,109.0
0.00262451171875,200,1477751014212,1,0,300.0
0.0029182434082031,0,1333443790120,0,0,300.0
0.0,0,984211008942,0,0,2.0
0.0003023147583007,0,723382299297,2,0,53.0
0.0018234252929687,0,1300427721849,0,0,261.0
0.0,360,1008871825310,2,0,300.0
0.05462646484375,103,425461736321,1,0,251.0
0.0,360,847200463708,2,0,1.0
0.0,360,1050542679128,2,0,72.0
0.00262451171875,0,721869559867,0,0,4.0
0.0040359497070312,0,479425545756,0,0,3.0
0.0038070678710937,103,1397581787176,1,0,300.0
0.0,360,523378481726,2,0,72.0
0.0675048828125,103,1929212403781,1,0,4.0
0.000227928161621,0,442838933912,2,0,241.0
0.0026054382324218,0,2012388048110,0,0,1.0
0.0002717971801757,0,405828626768,2,0,2.0
0.0,0,782908044256,0,0,2.0
0.0,215,1782047088487,2,0,300.0
0.0015621185302734,117,237679972768,1,0,300.0
0.019073486328125,103,129430308308,1,0,300.0
0.0035820007324218,0,2281390279540,0,0,300.0
0.0001955032348632,0,1590921991550,2,0,300.0
0.0,360,406124614327,2,0,1.0
0.0059127807617187,200,1494712149109,3,0,300.0
0.00390625,0,139526283953,0,0,300.0
0.0002317428588867,0,1583350786831,2,0,2.0
0.00262451171875,0,2439568905245,0,0,300.0
0.0052108764648437,103,2605359059761,1,0,300.0
0.0,360,2513524420456,2,0,72.0
0.00262451171875,200,727779314645,1,0,100.0
0.0,360,590116925714,2,0,5.0
0.0,360,1398418223999,2,0,300.0
0.0002717971801757,0,2442726905630,2,0,2.0
0.00262451171875,0,2553113326773,0,0,300.0
0.0046463012695312,103,2379336839932,1,0,300.0
0.0003833770751953,200,142140611972,2,0,300.0
0.0,360,1737727061327,2,0,300.0
0.000227928161621,0,1126670160669,2,0,241.0
0.00262451171875,0,2454906091089,0,0,4.0
0.0001955032348632,0,1099694451516,2,0,300.0
0.0001955032348632,0,1775777466843,2,0,300.0
0.00262451171875,0,1669126905526,0,0,300.0
0.0,360,779469849295,2,0,72.0
0.004364013671875,103,396879053357,1,0,300.0
0.00262451171875,200,94168361998,1,0,300.0
0.0003023147583007,0,625699611196,2,0,53.0
